Disciplina;titulo;taxonomia;tema;descricao;keywords
Ciências;Conteúdos e objetivos específicos para o 8º ano;pdf_guia_apc_og_qc8.pdf;Quadro de conteúdos;Quadro de conteúdos e objetivos de cada unidade deste volume.;quadro de conteúdos, 8º ano, objetivos das unidades
Ciências;Conteúdos e objetivos específicos para o 9º ano;pdf_guia_apc_og_qc9.pdf;Quadro de conteúdos;Quadro de conteúdos e objetivos de cada unidade deste volume.;quadro de conteúdos, 9º ano, objetivos das unidades
Ciências;6º ano - Projeto;pdf_guia_apc_oe6_projeto.pdf;;Orientações para o desenvolvimento do projeto.;projeto, 6º ano, horta, jardim, pomar
Ciências;6º ano - Unidade 1;pdf_guia_apc_oe6_u01.pdf;Ecologia;Sugere propostas para o estudo da ecologia e das relações entre os seres vivos, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, relações ecológicas, ecologia, seres vivos
Ciências;6º ano - Unidade 2;pdf_guia_apc_oe6_u02.pdf;Ecossistemas;Sugere propostas para o estudo de ecossistemas terrestres e aquáticos, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, biomas, domínios morfoclimáticos, ecossistemas aquáticos
Ciências;6º ano - Unidade 3;pdf_guia_apc_oe6_u03.pdf;Estrutura da Terra;Sugere propostas para o estudo da estrutura e composição da Terra, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, estrutura da Terra, composição da crosta terrestre, rochas, placas litosféricas
Ciências;6º ano - Unidade 4;pdf_guia_apc_oe6_u04.pdf;Solo;Sugere propostas para o estudo dos solos, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, solo, composição do solo, intemperismo, agricultura
Ciências;6º ano - Unidade 5;pdf_guia_apc_oe6_u05.pdf;Água;Sugere propostas para o estudo da água, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, ciclo da água, poluição da água, propriedades da água
Ciências;6º ano - Unidade 6;pdf_guia_apc_oe6_u06.pdf;Ar;Sugere propostas para o estudo do ar e da atmosfera, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, ar, atmosfera, propriedades do ar, ventos, poluição do ar
Ciências;6º ano - Unidade 7;pdf_guia_apc_oe6_u07.pdf;Astronomia;Sugere propostas para o estudo do Universo, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, Universo, Sistema Solar, movimentos da Terra, Lua
Ciências;6º ano - Unidade 8;pdf_guia_apc_oe6_u08.pdf;Materiais;Sugere propostas para o estudo dos materiais, apresenta mapa de conceitos e indica livros, endereços da internet e filmes.;mapa de conceitos, desenvolvimento didático, fique por dentro, transformações dos materiais, estados físicos
Ciências;6º ano - Unidade 1;pdf_guia_apc_mt_tc6_u01.pdf;Ecologia;Textos que complementam e aprofundam o assunto ecologia.;natureza, ecologia, cadeia alimentar,
Ciências;6º ano - Unidade 2;pdf_guia_apc_mt_tc6_u02.pdf;Ecossistemas;Textos que complementam e aprofundam conteúdos sobre ecossistemas e conservação da biodiversidade.;ecossistemas, biodiversidade, unidades de conservação
Ciências;6º ano - Unidade 3;pdf_guia_apc_mt_tc6_u03.pdf;Geologia;Textos que complementam e aprofundam conteúdos sobre o estudo da Terra.;estudo da Terra, tempo geológico, era geológica
Ciências;6º ano - Unidade 4;pdf_guia_apc_mt_tc6_u04.pdf;Solo;Textos que complementam e aprofundam conteúdos sobre uso e formação do solo.;solo, formação do solo, uso do solo
Ciências;6º ano - Unidade 5;pdf_guia_apc_mt_tc6_u05.pdf;Água;Textos que complementam e aprofundam conteúdos relacionados à fontes de água.;água, mananciais, doenças
Ciências;6º ano - Unidade 6;pdf_guia_apc_mt_tc6_u06.pdf;Ar;Textos que complementam e aprofundam conteúdos relacionados com atmosfera.;ar, atmosfera, massas de ar, efeito estufa
Ciências;6º ano - Unidade 7;pdf_guia_apc_mt_tc6_u07.pdf;Astronomia;Textos que complementam e aprofundam conteúdos relacionados aos astros.;céu, astros, constelações, lua
Ciências;6º ano - Unidade 8;pdf_guia_apc_mt_tc6_u08.pdf;Materiais;Texto que complementa e aprofunda o interesse por consumo consciente .;materiais, educação ambiental, consumo consciente
Ciências;6º ano - Unidade 1;pdf_guia_apc_mt_sa6_u01.pdf;Ecologia;Sugestões de atividades e questões complementares sobre relações entre seres vivos.;atividade, questão, relações entre seres vivos, cadeia alimentar
Ciências;6º ano - Unidade 2;pdf_guia_apc_mt_sa6_u02.pdf;Ecossistemas;Sugestões de atividades e questões complementares sobre ecossistemas.;atividade, questão, ecossistemas, biomas,
Ciências;6º ano - Unidade 3;pdf_guia_apc_mt_sa6_u03.pdf;Estrutura da Terra;Sugestões de atividades e questões complementares sobre estrutura da Terra e seus minérios.;atividade, questão, Terra, mineral
Ciências;6º ano - Unidade 4;pdf_guia_apc_mt_sa6_u04.pdf;Solo;Sugestões de atividades e questões complementares sobre solos.;atividade, questão, solo, agricultura
Ciências;6º ano - Unidade 5;pdf_guia_apc_mt_sa6_u05.pdf;Água;Sugestões de atividades e questões complementares sobre conservação, propriedades e estados da água;atividade, questão, presevação ambiental, estados da água, propriedades da água
Ciências;6º ano - Unidade 6;pdf_guia_apc_mt_sa6_u06.pdf;Ar;Sugestões de atividades e questões complementares sobre ar e atmosfera.;atividade, questão, ar atmosfera, poluição, energia eólica
Ciências;6º ano - Unidade 7;pdf_guia_apc_mt_sa6_u07.pdf;Astronomia;Sugestões de atividades e questões complementares sobre sistema Solar;atividade, questão, Sistema Solar, constelações,
Ciências;6º ano - Unidade 8;pdf_guia_apc_mt_sa6_u08.pdf;Materiais;Sugestões de atividades e questões complementares sobre transformações da matéria.;atividade, questão, materiais, transformações da matéria
Ciências;7° ano - Projeto;pdf_guia_apc_oe7_projeto.pdf;Projeto;Projeto sobre a responsabilidade com os animais de estimação e  roteiro sobre o assunto tratado.;projeto, 7° ano, animais de estimação, roteiro
Ciências;7° ano - Unidade 1;pdf_guia_apc_oe7_u01.pdf;A origem da vida;Sugere propostas para o estudo sobre as características  comuns aos seres vivos e discutir algumas teorias sobre a origem da vida na terra. Acompanha sugestões de leitura, sites e filme.;origem da vida, célula , seres vivos, unidade 1, 7º ano
Ciências;7º ano - Unidade 2;pdf_guia_apc_oe7_u02.pdf;Evolução biológica;Sugere proposta de estudo sobre a evolução biológica, discutindo processos responsáveis pela atual diversidade dos seres vivos. Acompanha sugestões de leitura, sites e filmes.;Evolução biológica, seres vivos, Charles Darwin, unidade 2, 7º ano
Ciências;7º ano - Unidade 3;pdf_guia_apc_oe7_u03.pdf;A classificação dos seres vivos;Sugere proposta de estudo sobre a importância da classificação dos seres vivos, apresentando as características comuns aos seres vivos  de cada um dos 5 reinos, além dos vírus. Acompanha sugestões de leitura, sites e filme.;Classificação dos seres vivos, reinos, vírus, unidade 3, 7º ano
Ciências;7º ano - Unidade  4;pdf_guia_apc_oe7_u04.pdf;O reino das plantas (I);Sugere  proposta de estudo sobre a botânica. O objetivo é discutir características  celulares, histológicas , morfológicas, fisiológicas e reprodutivas dos vegetais. Acompanha sugestões de leitura e sites.;Reino das plantas, botânica , histologia, vegetais, unidade 4, 7º ano
Ciências;7º ano - Unidade 5;pdf_guia_apc_oe7_u05.pdf;O reino das plantas (II);Sugere  proposta de estudo sobre o reino das plantas. São apresentadas  as características , as principais funções  e algumas modificações dos órgãos das angiospermas: raiz, caule, folha, flor, fruto e semente. Acompanha sugestões de leitura, sites e filme.;Polinização, fecundação da flor, Angiospermas, morfologia, unidade 5, 7º ano
Ciências;7º ano - Unidade 6;pdf_guia_apc_oe7_u06.pdf;Animais invertebrados;Sugere proposta para o estudo dos principais filos de invertebrados, caracterizando-os  quanto à morfologia corporal, ao ciclo de vida, à reprodução, e às relações que mantem com os seres humanos. Acompanha sugestões de leitura, sites e filmes.;animais invertebrados, parasitoses humanas, vermes, insetos, unidade 6, 7º ano
Ciências;7º ano - Unidade 7;pdf_guia_apc_oe7_u06.pdf;Animais vertebrados;Sugere proposta para o estudo dos animais vertebrados, principalmente os vertebrados com maxilas, que compõe cinco grupos principais: peixes, anfíbios, répteis, aves e mamíferos. Apresentando as características comuns e específicas de cada grupo, bem como a diversidades de formas e tamanhos dos animais. Acompanha sugestões de leitura, sites e filme.;animais vertebrados, aves, peixes, anfíbios, reptéis, mamífero. diversidade, unidade 7, 7º ano
Ciências;7º ano - Unidade 8;pdf_guia_apc_oe7_u08.pdf;Relações entre os seres vivos;Sugere proposta para o estudo do conceito de população e a compreensão dos seres  vivos, incluindo o ser humano, com o ambiente. São trabalhadas as principais relações ecológicas, as ações humanas no meio ambiente e a recomposição de ecossistemas. Acompanha sugestões de leitura, sites e filme.;Ecologia, seres vivos, ecossistemas, relações ecológicas. meio ambiente, ser  humano, unidade  8, 7º ano
Ciências;8º ano - Projeto;pdf_guia_apc_oe8_projeto.pdf;Projeto: Diversidade e preconceito;Projeto sobre a diversidade  dos seres humanos e busca problematizar as diversas formas de preconceito que se fazem presentes em nossa sociedade.;Projeto, diversidade, preconceito, 8º ano
Ciências;8º ano - Unidade 1;pdf_guia_apc_oe8_u01.pdf;O ser humano e a organização do corpo;Sugere proposta para o estudo das principais características  estruturais e comportamentais dos seres humanos. Discute a organização do corpo humano, seus movimentos , as formas de comunicação  e as modalidades de ações humanas, apontando elementos comuns e singularidades em relação a outros animais. Acompanha sugestões de leitura, sites e filme.;Ser humano, organização do corpo, células, tecidos, unidade  1, 8º ano
Ciências;8º ano - Unidade 2;pdf_guia_apc_oe8_u02.pdf;Nutrientes e sistema digestório;Sugere proposta para o estudo da função dos nutrientes e o processo de digestão dos alimentos no corpo humano. Acompanha sugestões de leitura, sites e filme.;nutrientes, nutrição, hábitos alimentares, alimentação, 8º ano, unidade 2, corpo humano
Ciências;8º ano - Uniadde 3;pdf_guia_apc_oe8_u03.pdf;Sistemas cardiovascular, linfático e imunitário;Sugere proposta para o estudo das principais funções  dos sistemas cardiovascular, linfático e imunitário do corpo humano. Acompanha sugestões de leitura, sites e filmes.;sistema cardiovascular, imunitário, linfático, unidade 3, 8º ano
Ciências;8º ano - Unidade 4;pdf_guia_apc_oe8_u04.pdf;Sistemas respiratório e urinário;Sugere proposta para o estudo da morfologia e  fisiologia dos sistemas respiratórios e urinários. Acompanha  sugestões de leitura, sites e filmes.;Sistema urinário, respiratório, respiração, excreção, unidade 4, 8º ano, corpo humano
Ciências;8º ano - Unidade 5;pdf_guia_apc_oe8_u05.pdf;Sistemas nervoso e endócrino;Sugere proposta para o estudo da estrutura e da função dos sistemas nervoso e endócrino dos seres humanos. Acompamha sugestões de leitura, sites e filme.;Sistema nervoso, endócrino, unidade 5, 8º ano, corpo humano
Ciências;8º ano - Unidade 6;pdf_guia_apc_oe8_u06.pdf;Os sentidos e os movimentos;Sugere proposta para o estudo do sistema nervoso abordando a recepção de informações do meio ambiente e do próprio corpo por meio dos órgãos dos sentidos e a interpretação desses estímulos pelo cérebro. Acompanha sugestões de leitura, sites e filme.;Sistema nervoso, sentidos, movimentos, estímulos, unidade 6, 8º ano
Ciências;8º ano - Unidade 7;pdf_guia_apc_oe8_u07.pdf;Adolescência e reprodução humana;Sugere  proposta para o estudo das transformações  características da adolescência e a estrutura e o funcionamento do sistema digital. Acompanha sugestões de leitura, sites e filme.;Adolescência, reprodução humana, doenças sexualmente transmissíveis, ciclo menstrual, sexualidade, DSTs, unidade 7, 8º ano
Ciências;8º ano - Unidade 8;pdf_guia_apc_oe8_u08.pdf;Genética;Sugere proposta para o estudo sobre a genética. Acompanha sugestões de leitura, sites e  filme.;Genética, clonagem, células,tronco, unidade 8, 8º ano
Ciências;9º ano - Projeto;pdf_guia_apc_oe9_projeto.pdf;Projeto: Consumo consciente;Projeto sobre o consumo consciente e os hábitos de consumo.;Projeto, 9º ano, consumo
Ciências;9º ano - Unidade 1;pdf_guia_apc_oe9_u01.pdf;Propriedades da matéria;"Sugere proposta para o estudo das propriedades da matéria. No decorrer do capítulo, será possível orientar os alunos  a se expressarem de maneira adequada empregando de maneira correta os termos ""leve"" e ""pesado"" ao esclarecer a diferença entre  os conceitos de massa e densidade. Acompanha sugestões de leitura, sites e vídeos.";Propriedades da matéria, 9º ano, unidade 1, densidade, massa, volume
Ciências;9º ano - Unidade 2;pdf_guia_apc_oe9_u02.pdf;A matéria;Sugere proposta para o estudo sobre a evolução da teoria atômica, a estrutura do átomo,  os elementos químicos e as ligações químicas envolvidas  na formação das substâncias. Acompanha sugestões de leitura, sites e vídeos.;Matéria, teoria atômica, tabela periódica, átomo, elementos químicos, ligações químicas, 9º ano, unidade 2
Ciências;9º ano - Unidade 3;pdf_guia_apc_oe9_u03.pdf;Substâncias puras e misturas;Sugere proposta para o estudo sobre substâncias puras e misturas. Acompanha  sugestões  de leitura, sites, filmes e vídeos.;Substâncias puras, misturas, 9º ano, unidade 3
Ciências;9º ano - Unidade 4;pdf_guia_apc_oe9_u04.pdf;Grupo de substâncias e reações químicas;Sugere proposta para o estudo sobre alguns grupos de substâncias e o que as caracterizam, e alguns tipos de reações químicas e como representá-las  por meio de equações químicas. Acompanha sugestões de  leitura, sites, filmes e vídeos.;Substâncias, reações químicas, chuva ácida, óxidos, 9º ano, unidade 4
Ciências;9º ano - Unidade 5;pdf_guia_apc_oe9_u05.pdf;Força e movimento;Sugere proposta para o estudo sobre a Cinemática, a descrição do movimento, e a  Dinâmica, o estudo sobre as causas  do movimento. Acompanha sugestões de leitura, sites e filmes.;Força, movimento, física, 9º ano, unidade 5
Ciências;9º ano - Unidade 6;pdf_guia_apc_oe9_u06.pdf;Energia;Sugere proposta para o estudo sobre  a energia. Acompanha sugestões de leitura, sites e filmes.;Energia, Física, 9º ano, unidade 6
Ciências;9º ano - Unidade 7;pdf_guia_apc_oe9_u07.pdf;Calor e temperatura;Sugere proposta para o estudo sobre a energia térmica. Acompanha sugestões de  leitura, sites e filme.;Energia térmica, calor, temperatura, 9º ano, unidade 7
Ciências;9º ano - Unidade 8;pdf_guia_apc_oe9_u08.pdf;Ondas: som e luz;Sugere proposta para o estudo sobre os fenômenos da natureza  que são descritos por meio do conceito de ondas, especificamente o som e a luz. Acompanha sugestões de leitura, sites e filmes.;Ondas, som, luz, fenômenos da natureza, 9º ano, unidade 8
Ciências;9º ano - Unidade 9;pdf_guia_apc_oe9_u09.pdf;Eletricidade e magnetismo;Sugere proposta para o estudo sobre eletricidade e magnetismo. Acompanha sugestões de leitura, sites e filme.;Eletricidade, magnetismo, 9º ano, unidade 9
Ciências;7º ano - Unidade 1;pdf_guia_apc_mt_tc7_u01.pdf;Os primeiros organismos vivos;Texto que complementa e aprofunda conteúdos relacionados a origem da vida, os primeiros organivos vivos.;Vida primitiva, origem da vida, primeiros organismos vivos,
Ciências;7º ano - Unidade 2;pdf_guia_apc_mt_tc7_u02.pdf;O que é uma espécie?;Texto que complementa e aprofunda conteúdos relacionados a  evolução da éspecie.;espécie, Charles Darwin, evolução
Ciências;7º ano - Unidade 3;pdf_guia_apc_mt_tc7_u03.pdf;Cinco tipos de seres;Texto que complementa e aprofunda conteúdos relacionados a classificação dos seres vivos.;Seres vivos, classificação
Ciências;7º ano - Unidade 4;pdf_guia_apc_mt_tc7_u04.pdf;Clorofila;Texto que complementa e aprofunda conteúdos relacionados ao estudo da botânica.;Botânica, plantas, clorofila, pigmentos
Ciências;7º ano - Unidade 5;pdf_guia_apc_mt_tc7_u05.pdf;Classificação das Angiospermas;Texto que complementa e aprofunda conteúdos relacionados ao estudo da botânica. Apresentando a classsificação das Angiospermas.;Botânica, plantas, clorofila, Angiospermas, flores, frutos
Ciências;7º ano - Unidade 6;pdf_guia_apc_mt_tc7_u06.pdf;Animais invertebrados;Texto que complementa e aprofunda conteúdos relacionados aos animais invertebrados .;Animais invertebrados, parasitose, vermes, vírus
Ciências;7º ano - Unidade 7;pdf_guia_apc_mt_tc7_u07.pdf;Animais Vertebrados;Texto que complementa e aprofunda conteúdos relacionados aos animais vertebrados .;Animais vertebrados, ambiente terrestre, peixes, anfíbios
Ciências;7º ano - Unidade 8;pdf_guia_apc_mt_tc7_u08.pdf;Abelhas solitárias;Texto que complementa e aprofunda conteúdos relacionados  a relação dos seres vivos.;Abelha, espécie ,comportamento, polinização, seres vivos
Ciências;8º ano - Unidade 1;pdf_guia_apc_mt_tc8_u01.pdf;Tecidos;Texto que complementa e aprofunda conteúdos relacionados ao estudo dos tecidos.;Ser humano, organização do corpo, tecidos, histologia
Ciências;8º ano - Unidade 2;pdf_guia_apc_mt_tc8_u02.pdf;Alimentação;Texto que complementa e aprofunda conteúdos relacionados a alimentação, colaborando para hábitos mais saudáveis.;Alimentação, sistema disgestório, nutrição, obesidade brasileira
Ciências;8º ano - Unidade 3;pdf_guia_apc_mt_tc8_u03.pdf;Aids;Texto que complementa e aprofunda conteúdos relacionados ao sistema imunitário.  Trata-se dos mecanismos pelos quais o HIV promove deficiência imunológica.;Sistema imunitário, HIV, Aids, deficiência imunológica,  DSTs, doenças sexualmente transmissíveis
Ciências;8º ano - Unidade 4;pdf_guia_apc_mt_tc8_u04.pdf;Sistema respiratório;Texto que complementa e aprofunda conteúdos relacionados ao sistema respiratório. O texto aborda as respostas fisiológicas  do ser humano ao mergulho.;Sistema respiratório, apneia, mergullho, respiração, fisiologia
Ciências;8º ano - Unidade 5;pdf_guia_apc_mt_tc8_u05.pdf;O cérebro e as emoções;Texto que complementa e  aprofunda conteúdos relacionados ao sistema nervoso.;Sistema nervoso, emoções, cérebro
Ciências;8º ano - Unidade 6;pdf_guia_apc_mt_tc8_u06.pdf;Sentidos;Textos que complementam e aprofundam  conteúdos relacionados à diversidade na escola e os sentidos.;Diversidade na escola, educação, ilusão de ótica, sentidos, visão
Ciências;8º ano - Unidade 7;pdf_guia_apc_mt_tc8_u07.pdf;Educação sexual;Texto que complementa e aprofunda  conteúdos relacionado a sexualidade.;Sexualidade, educação sexual,
Ciências;8º ano - Unidade 8;pdf_guia_apc_mt_tc8_u08.pdf;Genética;Textos que complementam e aprofundam conteúdos relacionado a Genética.;DNA, Genes, Genética, Mendel,
Ciências;7º ano - Unidade 1;pdf_guia_apc_mt_sa7_u01.pdf;Células;Sugestões de atividade e questões complementares sobre as células.;Células, estruturas celulares, ciclo de vida , ser vivo, teoria da abiogênese
Ciências;7º ano - Unidade 2;pdf_guia_apc_mt_sa7_u02.pdf;Seleção natural;Sugestões de atividade e questões complementares sobre a seleção natural..;Evolução da espécie, Charles Darwin, seleção natural
Ciências;7º ano - Unidade 3;pdf_guia_apc_mt_sa7_u03.pdf;Doenças;Sugestões de atividade e questões  que complementam sobre a  classificação dos seres vivos.;Classificação dos seres vivos, reinos, vírus, doenças
Ciências;7º ano - Unidade 4;pdf_guia_apc_mt_sa7_u04.pdf;Fotossíntese;Sugestões de atividades e questões que complementam sobre as plantas.;Gimnospermas, plantas, fotossíntese
Ciências;7º ano - Unidade 5;pdf_guia_apc_mt_sa7_u05.pdf;Germinação e desenvolvimento das plantas;Sugestões de atividades e questões que complementam sobre as plantas.;plantas, germinação, desenvolvimento, angiosperma, polinização, semente, flor
Ciências;7º ano - Unidade 6;pdf_guia_apc_mt_sa7_u06.pdf;Animais invertebrados;Sugestões de atividades e questões que complementam sobre  os animais invertebrados.;Animais invertebrados, classificacão dos seres vivos
Ciências;7º ano - Unidade 7;pdf_guia_apc_mt_sa7_u07.pdf;Animais vertebrados;Sugestões de atividades e questões que complementam sobre os animais vertebrados.;animais em extinção, vertebrados, espécie
Ciências;7º ano - Unidade 8;pdf_guia_apc_mt_sa7_u08.pdf;População;Sugestões de atividades e questões que complementam sobre  a relação dos seres vivos.;população, seres vivos, espécie
Ciências;8º ano - Unidade 1;pdf_guia_apc_mt_sa8_u01.pdf;Tecidos;Sugestões de atividades e questões que complementam sobre  o estudo dos tecidos.;células, tecido epitelial, histologia
Ciências;8º ano - Unidade 2;pdf_guia_apc_mt_sa8_u02.pdf;Digestão;Sugestões de atividades e questões que  complementam sobre  a alimentação.;Digestão, alimentação, sistema digestório
Ciências;8º ano - Unidade 3;pdf_guia_apc_mt_sa8_u03.pdf;Doenças;Sugestões de atividades e questões que complementam sobre  o sistema cardiovascular e imunológico.;Doenças, sistema cardiovascular, imunológico, vírus, Aids, HIV
Ciências;8º ano - Unidade 4;pdf_guia_apc_mt_sa8_u04.pdf;Sistema respiratório;Sugestões de atividades e questões que complementam sobre o sistema respiratório.;Tabagismo, respiração, pulmões, siistema respiratório
Ciências;8º ano - Unidade 5;pdf_guia_apc_mt_sa8_u05.pdf;Sistema nervoso;Sugestões de atividades e questões que complementam sobre o sistema nervoso.;Drogas, sistema nervoso, Álcool
Ciências;8º ano - Unidade 6;pdf_guia_apc_mt_sa8_u06.pdf;Os sentidos;Sugestões de atividades e questões que complementam sobre os sentidos.;Visão, coordenação motora, os sentidos, movimentos, estímulo, órgaos do sentito, tato
Ciências;8º ano - Unidade 7;pdf_guia_apc_mt_sa8_u07.pdf;Sexualidade;Sugestões de atividades e questões que complementam sobre  à sexualidade.;Doenças sexualmente transmissíveis, DSTs, sexualidade, fecundação
Ciências;8º ano - Unidade 8;pdf_guia_apc_mt_sa8_u08.pdf;Genética;Sugestões de atividades e questões que complementam sobre a genética.;Genética, DNA, cromossomos, heterozigotos, homozigotos
Biologia;Estrutura da coleção;pdf_guia_apbio_og_e.pdf;Apresentação da obra;Orientações como a coleção está organizada e considerações sobre a sequência didática.;Estrutura da coleção, sequência didática, guia para o professor
Biologia;Conteúdos e objetivos específicos;pdf_guia_apbio_og_qc.pdf;Conteúdos e objetivos específicos de cada unidade;Apresentação da proposta didática e dos princípios norteadores da coleção.;Proposta didática, objetivos da obra, guia para o professor
Biologia;9º ano - Unidade 1;pdf_guia_apbio_oe6_u01.pdf;Bioquímica e Biologia celular;Sugere proposta para o estudo da bioquímica e biologia celular. Acompanha sugestões de leitura, sites e filmes.;Bioquímica, biologia celular, composição molecular dos seres vivos, 9º ano , unidade 1,
Biologia;9º ano - Unidade 2;pdf_guia_apbio_oe6_u02.pdf;Genética e evolução;Sugere proposta para o estudo sobre a genética e evolução. Acompanha sugestões de leitura, sites e filmes.;Genética, evolução, seleção natural, Darwin, Mendel, 9º ano, unidade 2
Biologia;9º ano - Unidade 3;pdf_guia_apbio_oe6_u03.pdf;Ecologia;Sugere proposta para o estudo sobre a ecologia. Buscando a  compreensão sobre o papel do ser humano na natureza.  Acompanha sugestões de leitura, sites e filmes.;Ecologia, ser humano, natureza,  cadeias, teias alimentares, ecossistemas, 9º ano, unidade 3
Biologia;9º ano - Unidade 4;pdf_guia_apbio_oe6_u04.pdf;Reprodução humana e sexualidade;Sugere proposta para o estudo da reprodução humana e sexualidade. Acompanha sugestões de leitura, sites e filmes.;Reprodução humana, sexualidade, doenças sexualmente transmissíveis, 9º ano, unidade 4
Biologia;9º ano - Unidade 1;pdf_guia_apbio_mt_tc_u01.pdf;Biologia celular;Textos que complementam e aprofundam conteúdos relacionado à biologia celular.;Biologia celular, células, histologia, unidade 1
Biologia;9º ano - Unidade 2;pdf_guia_apbio_mt_tc_u02.pdf;Evolução das espécies;Textos que complementam e aprofundam conteúdos relacionados  à evolução das espécies e genética.;Evolução da espécie, adaptação, genética, 9º ano, uniadde 2
Biologia;9º ano - Unidade 3;pdf_guia_apbio_mt_tc_u03.pdf;Ecologia;Textos que complementam e aprofundam conteúdos relacionados à ecologia.;Ecologia, natureza, cadeias e teias alimentares, créditos de carbono, unidade 3, 9º ano, Protocolo de Kyoto
Biologia;9º ano - Unidade 4;pdf_guia_apbio_mt_tc_u04.pdf;Sexualidade;Textos que complementam e aprofundam conteúdos relacionados  à sexualidade.;Sexo, sexualidade na adolescência, planejamento familiar, 9º ano, unidade 4
Biologia;9º ano - Unidade 1;pdf_guia_apbio_mt_sa_u01.pdf;Biologia celular e nutrição;Sugestões de atividade e questões que complementam sobre a biologia celular e nutrição.;Biologia celular, células, histologia, mitose, nutrição, nutrientes
Biologia;9º ano - Unidade 2;pdf_guia_apbio_mt_sa_u02.pdf;Seleção natural;Sugestões de atividades e questões que complementam sobre a seleção natural.;Seleção natural, genótipos, fenótipos, adaptação
Biologia;9º ano - Unidade 3;pdf_guia_apbio_mt_sa_u03.pdf;Agroecologia;Sugestões de atividades e questões que complementam sobre a ecologia.;Ecologia, Agroecologia, agricultura
Biologia;9º ano - Unidade 4;pdf_guia_apbio_mt_sa_u04.pdf;Sexualidade;Sugestões de atividades e questões que complementam sobre à sexualidade.;Sexualidade na adolescência, transformações corporais, sexo
Ciências;9º ano - Unidade 1 ;pdf_guia_apc_mt_tc9_u01.pdf;Reciclagem ;Texto que complementa e aprofunda conteúdos relacionados a reciclagem. ;Alumínio, energia, reciclagem
Ciências;9º ano - Unidade 2;pdf_guia_apc_mt_tc9_u02.pdf;Elementos químicos ;Textos que complementam e aprofundam conteúdos relacionados aos elementos químicos.;Tabela periódica, elementos químicos, átomos, oxigênio
Ciências;9º ano - Unidade 3;pdf_guia_apc_mt_tc9_u03.pdf;Os combustíveis fósseis;Texto que complementa e aprofunda conteúdos relacionados aos combustíveis fósseis.;Combustíveis fósseis, petróleo, gás natural, carvão, energia 
Ciências;9º ano - Unidade 4;pdf_guia_apc_mt_tc9_u04.pdf;Sal ;Texto que complementa e aprofunda conteúdos relacionados às substâncias químicas.;Cloreto de sódio, sal, substância química, mineral, nutriente
Ciências;9º ano - Unidade 5;pdf_guia_apc_mt_tc9_u05.pdf;Força de resistência do ar e velocidade;Texto que complementa e aprofunda conteúdos relacionados a força e movimento.;Força, movimento, velocidade, gravidade, física
Ciências;9º ano - Unidade 6;pdf_guia_apc_mt_tc9_u06.pdf;Energia ;Texto que complementa e aprofunda conteúdos relacionados  à energia.;Energia solar, eólica, sol, vento
Ciências;9º ano - Unidade 7;pdf_guia_apc_mt_tc9_u07.pdf;Calor;Texto que complementa e aprofunda  conteúdos relacionado ao calor e temperatura.;Calor, temperatura, energia térmica 
Ciências;9º ano - Unidade 8;pdf_guia_apc_mt_tc9_u08.pdf;Ondas: som e luz;Texto que complementa e aprofunda conteúdos relacionados às ondas, som e luz.;Ondas, som, luz, ultrassom, miopia, visão
Ciências;9º ano - Unidade 9;pdf_guia_apc_mt_tc9_u09.pdf;Campo magnético;Textos que complementam e aprofundam conteúdos relacionados a eletricidade e magnetismo.;Campo magnético, magnetismo, eletricidade, lâmpada
Ciências;9º ano - Unidade 1;pdf_guia_apc_mt_sa9_u01.pdf;Propriedades da matéria;Sugestões de atividade e questões que complementam conteúdos relacionados sobre o estudo da química e as propriedades específicas da matéria. ;Química, atividades, propriedades da matéria, densidade, volume, massa
Ciências;9º ano - Unidade 2;pdf_guia_apc_mt_sa9_u02.pdf;Elementos químicos ;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados sobre os elementos  químicos.;Elementos químicos, átomo, ciclo do carbono, elétrons, prótons, nêutrons
Ciências;9º ano - Unidade 3;pdf_guia_apc_mt_sa9_u03.pdf;Água Mineral ;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados às substâncias puras e compostas.;Água, substância pura, composta, sólida, líquida, gasosa
Ciências;9º ano - Unidade 4;pdf_guia_apc_mt_sa9_u04.pdf;Reações químicas ;Sugestões de atividades e questões que complementam  e aprofundam conteúdos relacionados  às reações químicas.;Gás carbônico, aquecimento global, reações químicas
Ciências;9º ano - Unidade 5;pdf_guia_apc_mt_sa9_u05.pdf;Pressão e força;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados  à  pressão e força.;Pressão, força, movimento do ar
